Date,POR,VW,BMW,Vol_POR,Vol_VW,Vol_BMW
2020-06-25,45.363983154296875,118.89391326904297,50.658267974853516,500209.0,1158878.0,1722272.0
2020-06-26,45.63454055786133,119.12625122070312,49.49564743041992,532777.0,1212361.0,1953166.0
2020-06-29,46.01333236694336,120.25210571289062,50.329891204833984,462932.0,1206735.0,1859116.0
2020-06-30,46.139591217041016,120.57377624511719,50.427520751953125,533017.0,1118035.0,2049620.0
2020-07-01,46.5544548034668,119.12625122070312,49.87727355957031,595789.0,871989.0,1618381.0
2020-07-02,47.79903030395508,122.59315490722656,51.430389404296875,560075.0,1351156.0,2018441.0
2020-07-03,47.275943756103516,121.1456298828125,50.81801223754883,269626.0,654388.0,903202.0
2020-07-06,48.23192596435547,124.05855560302734,51.88301086425781,482154.0,912269.0,1512797.0
2020-07-07,47.79903030395508,123.32585906982422,52.051639556884766,348234.0,539551.0,1505768.0
2020-07-08,46.734825134277344,121.00265502929688,51.49251174926758,286555.0,727919.0,1362427.0
2020-07-09,46.93323516845703,121.16350555419922,50.97776412963867,395948.0,783177.0,1231470.0
2020-07-10,48.628746032714844,125.07719421386719,52.087135314941406,535731.0,1215035.0,1532862.0
2020-07-13,48.592674255371094,124.46958923339844,52.18476104736328,338931.0,984355.0,1073725.0
2020-07-14,48.015480041503906,122.7540054321289,51.41263961791992,463646.0,1089940.0,1371809.0
2020-07-15,48.9173469543457,126.13157653808594,52.016136169433594,431669.0,1385474.0,1465863.0
2020-07-16,48.48444747924805,126.29239654541016,52.15813446044922,446724.0,916245.0,999456.0
2020-07-17,49.00753402709961,129.06236267089844,53.0101318359375,611806.0,1432507.0,1858811.0
2020-07-20,48.736976623535156,129.34828186035156,52.45100784301758,475701.0,786180.0,1314311.0
2020-07-21,49.458465576171875,129.562744140625,53.977500915527344,530837.0,1146193.0,2151595.0
2020-07-22,49.24201583862305,128.97300720214844,53.19650650024414,332921.0,773527.0,1255270.0
2020-07-23,49.6749153137207,129.15170288085938,54.27037811279297,465836.0,1161863.0,2012658.0
2020-07-24,48.46641159057617,126.90001678466797,53.44500732421875,374114.0,849191.0,1595443.0
2020-07-27,48.15977478027344,126.20304870605469,53.02788162231445,316373.0,583264.0,931048.0
2020-07-28,47.85314178466797,126.70343017578125,53.0722541809082,403704.0,843198.0,1163934.0
2020-07-29,47.203792572021484,122.98632049560547,51.732139587402344,287321.0,1280518.0,1780245.0
2020-07-30,44.94010543823242,115.44486999511719,49.84177017211914,917814.0,2881697.0,2283364.0
2020-07-31,43.370853424072266,111.6920166015625,48.5460319519043,602409.0,1610267.0,1926062.0
2020-08-03,45.67061996459961,117.21406555175781,49.886146545410156,651207.0,1634787.0,1812786.0
2020-08-04,47.113609313964844,120.18061828613281,51.59901428222656,501206.0,2031132.0,1873398.0
2020-08-05,47.636688232421875,120.57377624511719,49.81514358520508,491091.0,841385.0,3067112.0
2020-08-06,46.80697250366211,119.73385620117188,49.01639938354492,573117.0,1434341.0,2453738.0
2020-08-07,47.275943756103516,118.71521759033203,48.72352981567383,334249.0,890458.0,1984567.0
2020-08-10,46.915199279785156,118.9475326538086,49.122894287109375,344589.0,677908.0,1367342.0
2020-08-11,48.268001556396484,125.09506225585938,51.95401382446289,666857.0,1958761.0,3142904.0
2020-08-12,48.43033981323242,125.6847915649414,52.246883392333984,365955.0,869988.0,1663294.0
2020-08-13,47.7809944152832,123.9692153930664,51.72325897216797,247198.0,756502.0,1025918.0
2020-08-14,47.077537536621094,124.18365478515625,51.670013427734375,369869.0,735883.0,1131446.0
2020-08-17,46.98734664916992,124.36235809326172,51.368263244628906,213059.0,522374.0,829378.0
2020-08-18,46.915199279785156,123.75475311279297,51.08426284790039,277774.0,666118.0,1148139.0
2020-08-19,47.564544677734375,124.59468841552734,51.69663619995117,314533.0,600356.0,1224278.0
2020-08-20,46.482303619384766,122.07490539550781,50.93339157104492,294548.0,861499.0,1021586.0
2020-08-21,46.15762710571289,121.5924072265625,50.418643951416016,289874.0,1086159.0,1395089.0
2020-08-24,46.75286102294922,123.12928009033203,51.69663619995117,390146.0,1656694.0,1591298.0
2020-08-25,46.15762710571289,121.69963073730469,51.430389404296875,367816.0,1371158.0,1268883.0
2020-08-26,46.82501220703125,124.2015380859375,52.73500442504883,373768.0,747571.0,1463492.0
2020-08-27,47.293983459472656,125.20228576660156,52.89475631713867,375577.0,1099349.0,1836847.0
2020-08-28,46.897159576416016,124.6661605834961,52.90363311767578,265459.0,789882.0,1090761.0
2020-08-31,46.26585006713867,124.50532531738281,53.38288497924805,443366.0,1078799.0,2133443.0
2020-09-01,46.6446418762207,125.18443298339844,53.36513137817383,384089.0,1175523.0,1566399.0
2020-09-02,46.59052276611328,125.3810043334961,53.59587860107422,440749.0,1102194.0,1404861.0
2020-09-03,46.897159576416016,127.56122589111328,53.95975112915039,615096.0,1751887.0,1727583.0
2020-09-04,47.149681091308594,127.77566528320312,54.47450256347656,575869.0,1308774.0,1634908.0
2020-09-07,48.664825439453125,133.8338623046875,55.539493560791016,520931.0,1595847.0,1268510.0
2020-09-08,49.27809524536133,135.0669403076172,56.063114166259766,507749.0,1531808.0,1534636.0
2020-09-09,49.0616455078125,135.20989990234375,56.568992614746094,372555.0,1316710.0,1374055.0
2020-09-10,49.151832580566406,134.8882293701172,56.568992614746094,483362.0,1090726.0,1185784.0
2020-09-11,49.26005554199219,133.887451171875,57.074859619140625,360635.0,972116.0,1435601.0
2020-09-14,48.9173469543457,132.61863708496094,56.90624237060547,248070.0,753683.0,1017966.0
2020-09-15,48.57463455200195,132.54714965820312,57.083736419677734,429576.0,954105.0,1084823.0
2020-09-16,48.52052307128906,132.83309936523438,57.42986297607422,409379.0,908389.0,1175318.0
2020-09-17,47.85314178466797,131.9216766357422,57.51860809326172,374909.0,951995.0,1064841.0
2020-09-18,45.88706970214844,126.86426544189453,56.568992614746094,933977.0,2704233.0,3248812.0
